uniprot,pdb,name,resolution,method,ok,reason,n_ca,n_chains,n_span,n_dropped,contam_flag,size_cv,c0_invnm,A_foot_nm2,r_out,r_in,r_mid
A0A979HMS2,7WAX,lipid II flippase MurJ,2.35,X-ray,True,,512,1.0,1.0,0.0,False,0.0,-0.0065832930255725,14.084922695000005,19.95657061149936,20.29111729230545,21.17397019916893
A0A143BHR2,7O0U,Photosynthetic reaction center L subunit,2.35,EM,True,,4972,2.0,59.0,57.0,True,0.084,0.1558124779442545,12.653541255,24.423093459693064,16.918199117053472,20.06924830854646
P21616,4A01,PROTON PYROPHOSPHATASE,2.35,X-ray,True,,1480,2.0,2.0,0.0,False,0.0,0.0078511850295951,30.51380594500001,30.17387529024537,29.586629776210494,31.16543934775704
P08631,3RBB,Tyrosine-protein kinase HCK,2.35,X-ray,False,no_TM_span,197,0.0,,,,,,,,,
A0A143BHS8,7O0U,Light-harvesting protein B:885 subunit beta,2.35,EM,True,,4972,2.0,59.0,57.0,True,0.084,0.1558124779442545,12.653541255,24.423093459693064,16.918199117053472,20.06924830854646
A0A143BHS7,7O0U,LHC domain-containing protein,2.35,EM,True,,4972,2.0,59.0,57.0,True,0.084,0.1558124779442545,12.653541255,24.423093459693064,16.918199117053472,20.06924830854646
A0A1Z3HRY4,6KMW,Photosystem I P700 chlorophyll a apoprotein A2,2.35,EM,True,,5742,6.0,15.0,9.0,True,0.013,0.0085979750781984,191.228407865,79.9772950315681,78.36735873463167,78.01915966133937
O34952,2W8D,PROCESSED GLYCEROL PHOSPHATE LIPOTEICHOIC ACID SYNTHASE 2,2.35,X-ray,False,no_TM_span,420,0.0,,,,,,,,,
Q2G506,4MRS,ABC transporter related protein,2.35,X-ray,True,,1198,2.0,2.0,0.0,False,0.002,-0.0515340130362089,10.396664870000002,15.816391479147452,18.066364397793045,18.191649764275684
Q5WPU5,7LCH,Envelope protein E,2.35,EM,True,,1711,3.0,4.0,1.0,True,0.001,0.4146303268712797,14.825481879999996,40.95749800047813,19.340181625850704,21.723483721177526
A0A1Z3HI16,6KMW,Photosystem I reaction center subunit IV,2.35,EM,True,,5742,6.0,15.0,9.0,True,0.013,0.0085979750781984,191.228407865,79.9772950315681,78.36735873463167,78.01915966133937
A0A1Z3HRW4,6KMW,Photosystem I P700 chlorophyll a apoprotein A1,2.35,EM,True,,5742,6.0,15.0,9.0,True,0.013,0.0085979750781984,191.228407865,79.9772950315681,78.36735873463167,78.01915966133937
A0A1Z3HSF0,6KMW,Photosystem I reaction center subunit VIII,2.35,EM,True,,5742,6.0,15.0,9.0,True,0.013,0.0085979750781984,191.228407865,79.9772950315681,78.36735873463167,78.01915966133937
A0A1Z3HS05,6KMW,Photosystem I reaction center subunit XI,2.35,EM,True,,5742,6.0,15.0,9.0,True,0.013,0.0085979750781984,191.228407865,79.9772950315681,78.36735873463167,78.01915966133937
Q5W0Z9,6BMM,human DHHC20 palmitoyltransferase,2.35,X-ray,True,,290,1.0,1.0,0.0,False,0.0,-0.0806747393598387,2.729637339999999,7.931616472137881,9.73640512404331,9.321322604751028
A0A1Z3HPE3,6KMW,Photosystem I iron-sulfur center,2.35,EM,True,,5742,6.0,15.0,9.0,True,0.013,0.0085979750781984,191.228407865,79.9772950315681,78.36735873463167,78.01915966133937
P02730,7UZ3,Band 3 anion transport protein,2.35,EM,True,,1114,2.0,4.0,2.0,True,0.0,-0.0105397089957224,32.12662134000001,31.376629415695614,32.18553429050744,31.978463349894007
Q02060,4RI2,"Photosystem II 22 kDa protein, chloroplastic",2.35,X-ray,True,,340,2.0,2.0,0.0,False,0.041,0.1207406993654405,6.481919585000001,17.278528240094083,13.116147418311106,14.36404916920655
P02724,7UZ3,Glycophorin-A,2.35,EM,True,,1114,2.0,4.0,2.0,True,0.0,-0.0105397089957224,32.12662134000001,31.376629415695614,32.18553429050744,31.978463349894007
P03407,3RBB,Protein Nef,2.35,X-ray,False,no_TM_span,197,0.0,,,,,,,,,
A0A143BJ28,7O0U,PRCH domain-containing protein,2.35,EM,True,,4972,2.0,59.0,57.0,True,0.084,0.1558124779442545,12.653541255,24.423093459693064,16.918199117053472,20.06924830854646
Q9RTP8,6D91,Divalent metal cation transporter MntH,2.356,X-ray,True,,398,1.0,1.0,0.0,False,0.0,0.0465079968853165,8.401816590000003,17.772580706429675,15.947212262271671,16.353535649821982
Q5SLI2,2YEV,CYTOCHROME C OXIDASE SUBUNIT 2,2.36,X-ray,True,,1164,1.0,3.0,2.0,True,0.0,0.0191398274650647,18.937123265,24.74644070230491,23.61864268451646,24.55172814921704
Q5SH67,2YEV,CAA3-TYPE CYTOCHROME OXIDASE SUBUNIT IV,2.36,X-ray,True,,1164,1.0,3.0,2.0,True,0.0,0.0191398274650647,18.937123265,24.74644070230491,23.61864268451646,24.55172814921704
Q00802,4IY8,30K protein 1,2.36,X-ray,False,no_TM_span,240,0.0,,,,,,,,,
P98005,2YEV,CYTOCHROME C OXIDASE POLYPEPTIDE I+III,2.36,X-ray,True,,1164,1.0,3.0,2.0,True,0.0,0.0191398274650647,18.937123265,24.74644070230491,23.61864268451646,24.55172814921704
Q9NR80,2DX1,Rho guanine nucleotide exchange factor 4,2.36,X-ray,False,no_TM_span,385,0.0,,,,,,,,,
Q5QF96,4EZC,Urea transporter 1,2.36,X-ray,True,,1037,3.0,3.0,0.0,False,0.001,-0.0057031668001902,30.730570185,31.40352197960051,31.831614547479447,31.27594011049123
P58564,6K61,Photosystem I reaction center subunit III,2.37,EM,True,,4542,4.0,18.0,14.0,True,0.001,0.0289487259775414,129.63302186,67.60896187515871,63.14599582487906,64.2366503126661
P20292,6VGC,5-lipoxygenase-activating protein,2.37,X-ray,True,,445,3.0,3.0,0.0,False,0.021,-0.0570867045586672,9.48454423,14.559286268386211,16.93984834970072,17.375339404904956
P58560,6K61,Photosystem I reaction center subunit VIII,2.37,EM,True,,4542,4.0,18.0,14.0,True,0.001,0.0289487259775414,129.63302186,67.60896187515871,63.14599582487906,64.2366503126661
Q2M385,6U2J,Macrophage-expressed gene 1 protein,2.37,EM,False,no_TM_span,9200,0.0,,,,,,,,,
P58583,6K61,Photosystem I reaction center subunit PsaK 1,2.37,EM,True,,4542,4.0,18.0,14.0,True,0.001,0.0289487259775414,129.63302186,67.60896187515871,63.14599582487906,64.2366503126661
P58573,6K61,Photosystem I reaction center subunit II,2.37,EM,True,,4542,4.0,18.0,14.0,True,0.001,0.0289487259775414,129.63302186,67.60896187515871,63.14599582487906,64.2366503126661
P58566,6K61,Photosystem I 4.8 kDa protein,2.37,EM,True,,4542,4.0,18.0,14.0,True,0.001,0.0289487259775414,129.63302186,67.60896187515871,63.14599582487906,64.2366503126661
P58576,6K61,Photosystem I P700 chlorophyll a apoprotein A1,2.37,EM,True,,4542,4.0,18.0,14.0,True,0.001,0.0289487259775414,129.63302186,67.60896187515871,63.14599582487906,64.2366503126661
P58575,6K61,Photosystem I reaction center subunit IV,2.37,EM,True,,4542,4.0,18.0,14.0,True,0.001,0.0289487259775414,129.63302186,67.60896187515871,63.14599582487906,64.2366503126661
Q8YNB0,6K61,Photosystem I reaction center subunit XII,2.37,EM,True,,4542,4.0,18.0,14.0,True,0.001,0.0289487259775414,129.63302186,67.60896187515871,63.14599582487906,64.2366503126661
P58568,6K61,Photosystem I reaction center subunit IX,2.37,EM,True,,4542,4.0,18.0,14.0,True,0.001,0.0289487259775414,129.63302186,67.60896187515871,63.14599582487906,64.2366503126661
P58577,6K61,Photosystem I reaction center subunit XI,2.37,EM,True,,4542,4.0,18.0,14.0,True,0.001,0.0289487259775414,129.63302186,67.60896187515871,63.14599582487906,64.2366503126661
P0A410,6K61,Photosystem I iron-sulfur center,2.37,EM,True,,4542,4.0,18.0,14.0,True,0.001,0.0289487259775414,129.63302186,67.60896187515871,63.14599582487906,64.2366503126661
P58565,6K61,Photosystem I P700 chlorophyll a apoprotein A2 1,2.37,EM,True,,4542,4.0,18.0,14.0,True,0.001,0.0289487259775414,129.63302186,67.60896187515871,63.14599582487906,64.2366503126661
Q29437,1TU5,"Copper amine oxidase, liver isozyme",2.37,X-ray,False,no_TM_span,1270,0.0,,,,,,,,,
O67603,6EBU,LpxE,2.372,X-ray,True,,166,1.0,1.0,0.0,False,0.0,0.1104734484491441,3.2797319650000003,11.390674104962496,8.681646737343463,10.21749043793284
Q5M4H8,5OXP,Di-or tripeptide:H+ symporter,2.372,X-ray,True,,462,1.0,1.0,0.0,False,0.0,-0.0257884808074389,11.74883922,18.44619235979344,19.64309698270785,19.3384892763366
Q8RTE3,4MT4,CmeC,2.373,X-ray,True,,1418,3.0,3.0,0.0,False,0.001,-0.0701751475818508,8.263944865000003,16.340138859223146,19.071715219184377,16.21880189597022
A0A6J4B0S3,6LY5,FCPI-13,2.38,EM,True,,6647,2.0,32.0,30.0,True,0.006,0.0453659696283457,39.27901298500001,38.22297940031413,34.37310300560768,35.35943742859463
A0A6J4B109,6LY5,PsaA,2.38,EM,True,,6647,2.0,32.0,30.0,True,0.006,0.0453659696283457,39.27901298500001,38.22297940031413,34.37310300560768,35.35943742859463
A0A6J4B112,6LY5,FCPI-6,2.38,EM,True,,6647,2.0,32.0,30.0,True,0.006,0.0453659696283457,39.27901298500001,38.22297940031413,34.37310300560768,35.35943742859463
A0A6J4B118,6LY5,PsaR,2.38,EM,True,,6647,2.0,32.0,30.0,True,0.006,0.0453659696283457,39.27901298500001,38.22297940031413,34.37310300560768,35.35943742859463
A0A6J4B125,6LY5,FCPI,2.38,EM,True,,6647,2.0,32.0,30.0,True,0.006,0.0453659696283457,39.27901298500001,38.22297940031413,34.37310300560768,35.35943742859463
A0A6J4B150,6LY5,FCPI-3,2.38,EM,True,,6647,2.0,32.0,30.0,True,0.006,0.0453659696283457,39.27901298500001,38.22297940031413,34.37310300560768,35.35943742859463
A0A6J4B2D5,6LY5,FCPI-9,2.38,EM,True,,6647,2.0,32.0,30.0,True,0.006,0.0453659696283457,39.27901298500001,38.22297940031413,34.37310300560768,35.35943742859463
A0A6J4B2D8,6LY5,FCPI-16,2.38,EM,True,,6647,2.0,32.0,30.0,True,0.006,0.0453659696283457,39.27901298500001,38.22297940031413,34.37310300560768,35.35943742859463
W0E5B0,6ZXA,Light-harvesting protein B:800-850 subunit beta,2.38,EM,True,,791,7.0,14.0,7.0,True,0.0,0.2023554564369907,6.803947654999999,20.94833582512633,13.801205411759536,14.716534251186722
P0ABJ3,6WTI,Cytochrome o ubiquinol oxidase,2.38,EM,True,,1207,1.0,4.0,3.0,True,0.0,0.0004709547476614,15.876779445000002,22.066675635289634,22.04126610186077,22.480515692712878
P0ABJ6,6WTI,"Cytochrome o ubiquinol oxidase, subunit IV",2.38,EM,True,,1207,1.0,4.0,3.0,True,0.0,0.0004709547476614,15.876779445000002,22.066675635289634,22.04126610186077,22.480515692712878
A0A6J4B0N3,6LY5,PsaL,2.38,EM,True,,6647,2.0,32.0,30.0,True,0.006,0.0453659696283457,39.27901298500001,38.22297940031413,34.37310300560768,35.35943742859463
P0ABJ1,6WTI,Ubiquinol oxidase subunit 2,2.38,EM,True,,1207,1.0,4.0,3.0,True,0.0,0.0004709547476614,15.876779445000002,22.066675635289634,22.04126610186077,22.480515692712878
A4GGC6,6LY5,PsaJ,2.38,EM,True,,6647,2.0,32.0,30.0,True,0.006,0.0453659696283457,39.27901298500001,38.22297940031413,34.37310300560768,35.35943742859463
P0ABI8,6WTI,"Cytochrome o ubiquinol oxidase, subunit I",2.38,EM,True,,1207,1.0,4.0,3.0,True,0.0,0.0004709547476614,15.876779445000002,22.066675635289634,22.04126610186077,22.480515692712878
P12355,6LY5,PsaF,2.38,EM,True,,6647,2.0,32.0,30.0,True,0.006,0.0453659696283457,39.27901298500001,38.22297940031413,34.37310300560768,35.35943742859463
E1C9K6,6LY5,PsaE,2.38,EM,True,,6647,2.0,32.0,30.0,True,0.006,0.0453659696283457,39.27901298500001,38.22297940031413,34.37310300560768,35.35943742859463
A0A6J4B037,6LY5,FCPI-14,2.38,EM,True,,6647,2.0,32.0,30.0,True,0.006,0.0453659696283457,39.27901298500001,38.22297940031413,34.37310300560768,35.35943742859463
A0A6J4B024,6LY5,FCPI-11,2.38,EM,True,,6647,2.0,32.0,30.0,True,0.006,0.0453659696283457,39.27901298500001,38.22297940031413,34.37310300560768,35.35943742859463
Q03720,7PXE,Isoform J of Calcium-activated potassium channel slowpoke,2.38,EM,True,,3548,4.0,4.0,0.0,False,0.0,-0.0496456118234038,55.13011382500001,39.31510308252143,44.30637944665348,41.890882369478895
A0A1E7F4Y9,6LY5,FCPI-1,2.38,EM,True,,6647,2.0,32.0,30.0,True,0.006,0.0453659696283457,39.27901298500001,38.22297940031413,34.37310300560768,35.35943742859463
Q85G73,6LY5,PsaM,2.38,EM,True,,6647,2.0,32.0,30.0,True,0.006,0.0453659696283457,39.27901298500001,38.22297940031413,34.37310300560768,35.35943742859463
A0A6J4B0E7,6LY5,PsaB,2.38,EM,True,,6647,2.0,32.0,30.0,True,0.006,0.0453659696283457,39.27901298500001,38.22297940031413,34.37310300560768,35.35943742859463
P10793,6LY5,PsaC,2.38,EM,True,,6647,2.0,32.0,30.0,True,0.006,0.0453659696283457,39.27901298500001,38.22297940031413,34.37310300560768,35.35943742859463
B8C0K4,6LY5,FCPI-10,2.38,EM,True,,6647,2.0,32.0,30.0,True,0.006,0.0453659696283457,39.27901298500001,38.22297940031413,34.37310300560768,35.35943742859463
A0A6J4B0A4,6LY5,FCPI-4,2.38,EM,True,,6647,2.0,32.0,30.0,True,0.006,0.0453659696283457,39.27901298500001,38.22297940031413,34.37310300560768,35.35943742859463
P17227,6LY5,PsaI,2.38,EM,True,,6647,2.0,32.0,30.0,True,0.006,0.0453659696283457,39.27901298500001,38.22297940031413,34.37310300560768,35.35943742859463
A0A6J4B3M5,6LY5,FCPI-5,2.38,EM,True,,6647,2.0,32.0,30.0,True,0.006,0.0453659696283457,39.27901298500001,38.22297940031413,34.37310300560768,35.35943742859463
A0A6J4B492,6LY5,FCPI-8,2.38,EM,True,,6647,2.0,32.0,30.0,True,0.006,0.0453659696283457,39.27901298500001,38.22297940031413,34.37310300560768,35.35943742859463
A0A6J4B499,6LY5,FCPI-24,2.38,EM,True,,6647,2.0,32.0,30.0,True,0.006,0.0453659696283457,39.27901298500001,38.22297940031413,34.37310300560768,35.35943742859463
A0A6J4B7P2,6LY5,FCPI-7,2.38,EM,True,,6647,2.0,32.0,30.0,True,0.006,0.0453659696283457,39.27901298500001,38.22297940031413,34.37310300560768,35.35943742859463
A0A6J4B7P8,6LY5,FCPI-23,2.38,EM,True,,6647,2.0,32.0,30.0,True,0.006,0.0453659696283457,39.27901298500001,38.22297940031413,34.37310300560768,35.35943742859463
W0E6A1,6ZXA,LHC domain-containing protein,2.38,EM,True,,791,7.0,14.0,7.0,True,0.0,0.2023554564369907,6.803947654999999,20.94833582512633,13.801205411759536,14.716534251186722
B0SR19,4QNC,chemical transport protein,2.388,X-ray,True,,163,2.0,2.0,0.0,False,0.006,-0.0334333834872822,3.390151865000001,8.997208524109498,9.830748075298992,10.388064566096594
Q9UH99,3UNP,SUN domain-containing protein 2,2.39,X-ray,False,no_TM_span,579,0.0,,,,,,,,,
P05093,5UYS,"Steroid 17-alpha-hydroxylase/17,20 lyase",2.392,X-ray,False,no_TM_span,473,0.0,,,,,,,,,
A0A0M3KL12,7DKZ,PSI-F,2.393,X-ray,True,,3200,2.0,13.0,11.0,True,0.006,0.0506622071218383,37.89800032999999,38.36282871400188,34.13975600201916,34.7322734234826
Q9SQL2,7DKZ,"Chlorophyll a-b binding protein P4, chloroplastic",2.393,X-ray,True,,3200,2.0,13.0,11.0,True,0.006,0.0506622071218383,37.89800032999999,38.36282871400188,34.13975600201916,34.7322734234826
P05310,7DKZ,Photosystem I P700 chlorophyll a apoprotein A1,2.393,X-ray,True,,3200,2.0,13.0,11.0,True,0.006,0.0506622071218383,37.89800032999999,38.36282871400188,34.13975600201916,34.7322734234826
Q83SQ0,4Q35,LPS-assembly protein LptD,2.393,X-ray,True,,916,1.0,2.0,1.0,True,0.0,-0.0398949151031429,19.629140380000003,24.187156914459536,26.580497420375583,24.99629860648062
Q41038,7DKZ,"Chlorophyll a-b binding protein, chloroplastic",2.393,X-ray,True,,3200,2.0,13.0,11.0,True,0.006,0.0506622071218383,37.89800032999999,38.36282871400188,34.13975600201916,34.7322734234826
D5MAL3,7DKZ,Photosystem I reaction center subunit IX,2.393,X-ray,True,,3200,2.0,13.0,11.0,True,0.006,0.0506622071218383,37.89800032999999,38.36282871400188,34.13975600201916,34.7322734234826
Q83LX4,4Q35,LPS-assembly lipoprotein LptE,2.393,X-ray,True,,916,1.0,2.0,1.0,True,0.0,-0.0398949151031429,19.629140380000003,24.187156914459536,26.580497420375583,24.99629860648062
E1C9L1,7DKZ,PsaL,2.393,X-ray,True,,3200,2.0,13.0,11.0,True,0.006,0.0506622071218383,37.89800032999999,38.36282871400188,34.13975600201916,34.7322734234826
A0A0F6NGI2,7DKZ,Photosystem I P700 chlorophyll a apoprotein A2,2.393,X-ray,True,,3200,2.0,13.0,11.0,True,0.006,0.0506622071218383,37.89800032999999,38.36282871400188,34.13975600201916,34.7322734234826
Q32904,7DKZ,"Chlorophyll a-b binding protein 3, chloroplastic",2.393,X-ray,True,,3200,2.0,13.0,11.0,True,0.006,0.0506622071218383,37.89800032999999,38.36282871400188,34.13975600201916,34.7322734234826
E1C9L3,7DKZ,PSI-K,2.393,X-ray,True,,3200,2.0,13.0,11.0,True,0.006,0.0506622071218383,37.89800032999999,38.36282871400188,34.13975600201916,34.7322734234826
A0A0M3KL10,7DKZ,PsaH,2.393,X-ray,True,,3200,2.0,13.0,11.0,True,0.006,0.0506622071218383,37.89800032999999,38.36282871400188,34.13975600201916,34.7322734234826
Q9YF05,5GUF,CDP-archaeol synthase,2.397,X-ray,True,,159,1.0,1.0,0.0,False,0.0,-0.0222628570861278,2.859093224999999,9.339623267277611,9.84934290056058,9.53979894462455
Q13336,6QD5,Urea transporter 1,2.398,X-ray,True,,1068,3.0,3.0,0.0,False,0.0,-0.0245423100529618,30.747624679999998,31.06941946954022,32.91213174687832,31.2846174857752
P0A074,2QK7,Gamma-hemolysin component A,2.4,X-ray,False,no_TM_span,546,0.0,,,,,,,,,
Q9GZN0,7EJX,Probable G-protein coupled receptor 88,2.4,EM,True,,1071,1.0,1.0,0.0,False,0.0,-0.0179381810980763,4.947756945000001,11.544996700348218,12.085276696502651,12.549581467236308
P95673,1LGH,LIGHT HARVESTING COMPLEX II,2.4,X-ray,True,,792,8.0,16.0,8.0,True,0.0,0.0302013464284215,8.460436930000002,16.945393857586097,15.755908756910356,16.410486635847946
Q99RL1,4P1X,Gamma-hemolysin component C,2.4,X-ray,False,no_TM_span,2092,0.0,,,,,,,,,
D7A5Q8,5I20,Uncharacterized protein,2.4,X-ray,True,,291,1.0,1.0,0.0,False,0.0,0.0359740648083549,6.728558340000001,15.646714228625248,14.38318052961569,14.634775841762648
E8XEH9,4FC4,Nitrite transporter NirC,2.4,X-ray,True,,1248,5.0,5.0,0.0,False,0.002,0.0140996614568557,35.290098385,34.87213519116433,33.737982768065656,33.51594724954693
A0A0H3LM39,5TSA,Membrane protein,2.4,X-ray,True,,233,1.0,1.0,0.0,False,0.0,-0.0128075943454233,4.907521744999999,11.776425580820543,12.160605787107714,12.49845065636308
P47712,1RLW,PHOSPHOLIPASE A2,2.4,X-ray,False,no_TM_span,128,0.0,,,,,,,,,
P0AEB5,7N4T,Low conductance mechanosensitive channel YnaI,2.4,EM,False,no_TM_span,1603,0.0,,,,,,,,,
P30989,7UL2,Neurotensin receptor 1,2.4,EM,True,,347,1.0,1.0,0.0,False,0.0,0.0232667126534141,5.321784815,12.7445299889217,12.01775497745882,13.015286085051208
Q8CJ12,7XKF,Adhesion G-protein coupled receptor G2,2.4,EM,True,,1008,1.0,1.0,0.0,False,0.0,0.0712519568090266,4.823879809999999,13.56681490189978,11.447813028774952,12.39148349990987
P31827,6OFR,TonB-dependent outer membrane receptor,2.4,X-ray,True,,758,1.0,1.0,0.0,False,0.0,-0.017290266567492,14.600670469999995,21.32338311224741,22.21797384295973,21.558148704173863
Q99K10,3B3Q,Nlgn1 protein,2.4,X-ray,False,no_TM_span,724,0.0,,,,,,,,,
Q99962,2D4C,SH3-containing GRB2-like protein 2,2.4,X-ray,False,no_TM_span,456,0.0,,,,,,,,,
A8EVM5,6MWA,Ion transport protein,2.4,X-ray,True,,956,4.0,4.0,0.0,False,0.0,-0.010802100028473,43.13722545,38.01732444059815,38.977986422850805,37.055371167044086
Q9LVH4,5A50,AT3G17980,2.4,X-ray,False,no_TM_span,167,0.0,,,,,,,,,
P08173,7TRP,Muscarinic acetylcholine receptor M4,2.4,EM,True,,1122,1.0,1.0,0.0,False,0.0,0.0395237072026379,5.120309799999999,12.865305112769372,11.654310815837162,12.766539192998811
P22340,1A0S,SUCROSE-SPECIFIC PORIN,2.4,X-ray,True,,1242,3.0,3.0,0.0,False,0.0,0.0068290985014288,38.53543124500001,35.388351294414164,34.81432763361779,35.02314767926956
Q7NDN8,4HFI,Proton-gated ion channel,2.4,X-ray,True,,1571,5.0,5.0,0.0,False,0.003,0.0577368239175224,24.088234955000004,28.4971757366984,24.660176750228736,27.69029311310095
Q7ZAK5,5AOD,PNEUMOLYSIN,2.4,X-ray,False,no_TM_span,474,0.0,,,,,,,,,
P01215,7UTZ,Glycoprotein hormones alpha chain analog TR1402,2.4,EM,True,,1536,1.0,1.0,0.0,False,0.0,0.0307979951932506,4.467117690000002,12.439454278006204,11.558055489022308,11.924461092533694
O00206,4G8A,Toll-like receptor 4,2.4,X-ray,False,no_TM_span,140,0.0,,,,,,,,,
P0C2X0,5I2M,Glycoprotein G,2.4,X-ray,False,no_TM_span,1228,0.0,,,,,,,,,
P24173,2H1H,Lipopolysaccharide heptosyltransferase 1,2.4,X-ray,False,no_TM_span,322,0.0,,,,,,,,,
P63096,7EJX,Guanine nucleotide-binding protein G(i) subunit alpha-1,2.4,EM,True,,1071,1.0,1.0,0.0,False,0.0,-0.0179381810980763,4.947756945000001,11.544996700348218,12.085276696502651,12.549581467236308
P10903,4U4W,Nitrate/nitrite transporter NarK,2.4,X-ray,True,,438,1.0,1.0,0.0,False,0.0,0.0038113594309254,8.27964613,15.511940522949953,15.363442011584198,16.2342022202582
P00592,4P2P,PHOSPHOLIPASE A2,2.4,X-ray,False,no_TM_span,126,0.0,,,,,,,,,
A5GZW8,1ZOY,Small cytochrome binding protein,2.4,X-ray,True,,1092,1.0,2.0,1.0,True,0.0,0.0284173586840717,1.6780617149999997,6.957420443319006,6.458967713396454,7.308513073881899
Q4H132,2ZXE,"Na, K-ATPase alpha subunit",2.4,X-ray,True,,1296,1.0,3.0,2.0,True,0.0,-0.0039900528407308,7.9701078349999985,15.344952789010566,15.497479902396678,15.927850193392038
P35318,6UUS,ADM,2.4,EM,True,,1190,1.0,2.0,1.0,True,0.0,0.0172316480625485,4.5013264500000005,12.820642151760437,12.32561003433576,11.970032205368485
P12530,2P0M,Arachidonate 15-lipoxygenase,2.4,X-ray,False,no_TM_span,662,0.0,,,,,,,,,
Q14728,6S4M,Major facilitator superfamily domain-containing protein 10,2.4,X-ray,True,,426,1.0,1.0,0.0,False,0.0,-0.0132159295810145,9.138868115,16.94890942607452,17.4898882012302,17.05576755685397
D0VWV4,1ZOY,Large cytochrome binding protein,2.4,X-ray,True,,1092,1.0,2.0,1.0,True,0.0,0.0284173586840717,1.6780617149999997,6.957420443319006,6.458967713396454,7.308513073881899
P62483,2R9R,Voltage-gated potassium channel subunit beta-2,2.4,X-ray,True,,2848,4.0,4.0,0.0,False,0.0,0.0047502863334281,41.19853973999999,38.09844944165482,37.68559495817319,36.213122615397
Q47108,1COL,COLICIN A,2.4,X-ray,False,no_TM_span,197,0.0,,,,,,,,,
P26466,2MPR,MALTOPORIN,2.4,X-ray,True,,1264,3.0,3.0,0.0,False,0.0,0.0079986304089628,38.81086052,35.318162788380306,34.643435039544705,35.148087565067
Q0QF01,1ZOY,FAD-binding protein,2.4,X-ray,True,,1092,1.0,2.0,1.0,True,0.0,0.0284173586840717,1.6780617149999997,6.957420443319006,6.458967713396454,7.308513073881899
Q57399,2NQ2,Hypothetical ABC transporter ATP-binding protein HI1470,2.4,X-ray,True,,1107,2.0,2.0,0.0,False,0.013,-0.0014292018787753,18.6935706,23.70504187579261,23.78871307915376,24.393335831850997
