uniprot,entity,pdb,name,resolution,method
P32245,7PIU_1,7PIU,Melanocortin receptor 4,2.58,EM
Q4KH25,3JTY_1,3JTY,BenF-like porin,2.58,X-ray
B7LI20,5A43_1,5A43,PUTATIVE FLUORIDE ION TRANSPORTER CRCB,2.58,X-ray
A5F5Y4,8EVU_6,8EVU,Na(+)-translocating NADH-quinone reductase subunit F,2.5804,EM
A5F5X0,8EVU_2,8EVU,Na(+)-translocating NADH-quinone reductase subunit B,2.5804,EM
A5F5Y6,8EVU_4,8EVU,Na(+)-translocating NADH-quinone reductase subunit D,2.5804,EM
A5F5Y5,8EVU_5,8EVU,Na(+)-translocating NADH-quinone reductase subunit E,2.5804,EM
A5F5Y7,8EVU_3,8EVU,Na(+)-translocating NADH-quinone reductase subunit C,2.5804,EM
Q9NR71,4WGK_1,4WGK,Neutral ceramidase,2.582,X-ray
P19057,8B64_4,8B64,Reaction center protein L chain,2.589,EM
P02948,8B64_1,8B64,Light-harvesting protein B-870 alpha chain,2.589,EM
P11847,8B64_5,8B64,Reaction center protein M chain,2.589,EM
P19056,8B64_6,8B64,Reaction center protein H chain,2.589,EM
P26240,8B64_3,8B64,Intrinsic membrane protein PufX,2.589,EM
P02950,8B64_2,8B64,LH1 beta chain,2.589,EM
Q9Y6N5,6MO6_1,6MO6,"Sulfide:quinone oxidoreductase, mitochondrial",2.59,X-ray
A0QP27,6OR2_1,6OR2,"Membrane protein, MmpL family protein",2.59,X-ray
P20068,8FMZ_6,8FMZ,Neurotensin/neuromedin N,2.59,EM
Q99JB8,3QE6_1,3QE6,Protein kinase C and casein kinase II substrate protein 3,2.6,X-ray
S5UCA2,6V78_1,6V78,OmpK37,2.6,X-ray
P30518,7DW9_1,7DW9,Vasopressin V2 receptor,2.6,EM
Q9LCB8,1S3R_1,1S3R,intermedilysin,2.6,X-ray
P02974,2PIL_1,2PIL,TYPE 4 PILIN,2.6,X-ray
P04798,4I8V_1,4I8V,Cytochrome P450 1A1,2.6,X-ray
F2TZN0,7CJ3_1,7CJ3,Phosphodiesterase,2.6,X-ray
Q9AFF7,4KNF_1,4KNF,Blue-light absorbing proteorhodopsin,2.6,X-ray
Q1HG43,7D3F_2,7D3F,Isoform 2 of Dual oxidase maturation factor 1,2.6,EM
P32366,8EAS_7,8EAS,V-type proton ATPase subunit d,2.6,EM
P32246,7VL9_5,7VL9,C-C chemokine receptor type 1,2.6,EM
P32341,8EAS_2,8EAS,V-type proton ATPase assembly factor Vma12p,2.6,EM
A5W4F4,3BS0_1,3BS0,TodX,2.6,X-ray
P0C5R9,8EAS_9,8EAS,Yeast V-ATPase subunit f,2.6,EM
Q9XSM3,7T6O_1,7T6O,Transient receptor potential cation channel subfamily V member 5,2.6,EM
Q16663,7VL9_4,7VL9,CCL15(26-92),2.6,EM
A7X3E7,4UY3_1,4UY3,SEPTATION RING FORMATION REGULATOR EZRA,2.6,X-ray
P32842,8EAS_11,8EAS,V-type proton ATPase subunit c',2.6,EM
P34024,1AOD_1,1AOD,PHOSPHATIDYLINOSITOL-SPECIFIC PHOSPHOLIPASE C,2.6,X-ray
P19156,6JXI_1,6JXI,Potassium-transporting ATPase alpha chain 1,2.6,X-ray
O75762,6V9V_1,6V9V,Transient receptor potential cation channel subfamily A member 1,2.6,EM
P35729,3F7F_1,3F7F,Nucleoporin NUP120,2.6,X-ray
E1C9L2,5L8R_1,5L8R,Lhca1,2.6,X-ray
O77091,1T0Z_1,1T0Z,insect neurotoxin,2.6,X-ray
P0ABU7,5SV0_1,5SV0,Biopolymer transport protein ExbB,2.6,X-ray
Q6UWV6,5UDY_1,5UDY,Ectonucleotide pyrophosphatase/phosphodiesterase family member 7,2.6,X-ray
Q7T3S7,1OZ6_1,1OZ6,phospholipase A2,2.6,X-ray
Q7T2R1,2H4C_1,2H4C,Phospholipase A2-III,2.6,X-ray
Q7LBE3,7CH1_1,7CH1,Solute carrier family 26 member 9,2.6,EM
Q7KLE5,1URU_1,1URU,AMPHIPHYSIN,2.6,X-ray
P0AGF4,4GC0_1,4GC0,D-xylose-proton symporter,2.6,X-ray
P37028,2QI9_3,2QI9,Vitamin B12-binding protein btuF,2.6,X-ray
P0AC44,1NEK_4,1NEK,Succinate dehydrogenase hydrophobic membrane anchor protein,2.6,X-ray
O11875,3C6E_1,3C6E,Envelope protein E,2.6,X-ray
Q9DB77,7O3H_2,7O3H,"Cytochrome b-c1 complex subunit 2, mitochondrial",2.6,EM
Q7T3T5,2H4C_2,2H4C,Phospholipase A2-II,2.6,X-ray
P39111,8EAS_3,8EAS,V-type proton ATPase subunit F,2.6,EM
Q9CZ13,7O3H_1,7O3H,"Cytochrome b-c1 complex subunit 1, mitochondrial",2.6,EM
Q9CR68,7O3H_5,7O3H,"Cytochrome b-c1 complex subunit Rieske, mitochondrial",2.6,EM
P09850,7XN9_1,7XN9,"Somatostatin receptor type 2,Endo-1,4-beta-xylanase",2.6,X-ray
Q2FXF4,6U0O_2,6U0O,LYZ2 domain-containing protein,2.6,X-ray
P18054,3D3L_1,3D3L,"Arachidonate 12-lipoxygenase, 12S-type",2.6,X-ray
Q8N0W4,2XB6_1,2XB6,"NEUROLIGIN-4, X-LINKED",2.6,X-ray
O43603,7WQ4_1,7WQ4,Galanin receptor type 2,2.6,EM
P51798,7CQ5_2,7CQ5,H(+)/Cl(-) exchange transporter 7,2.6,EM
A0QU28,8E9G_9,8E9G,NADH-quinone oxidoreductase subunit I,2.6,EM
P19517,6JPA_4,6JPA,Voltage-dependent L-type calcium channel subunit beta-1,2.6,EM
Q9C994,5Y50_1,5Y50,Protein DETOXIFICATION 14,2.6,X-ray
Q9Y5X0,4ON3_1,4ON3,Sorting nexin-10,2.6,X-ray
O95069,4TWK_1,4TWK,Potassium channel subfamily K member 2,2.6,X-ray
Q63373,2XB6_2,2XB6,NEUREXIN-1-BETA,2.6,X-ray
Q2YYX7,6U0O_1,6U0O,Lysostaphin resistance protein A,2.6,X-ray
Q9CPX8,7O3H_10,7O3H,Cytochrome b-c1 complex subunit 10,2.6,EM
P17935,3DIH_1,3DIH,"Phospholipase A2 homolog, ammodytin L",2.6,X-ray
P19518,6JPA_2,6JPA,Voltage-dependent calcium channel gamma-1 subunit,2.6,EM
P21554,5U09_1,5U09,"Cannabinoid receptor 1,GlgA glycogen synthase",2.6,X-ray
Q86WC4,7CQ5_1,7CQ5,Osteopetrosis-associated transmembrane protein 1,2.6,EM
Q9Y5N1,7F61_1,7F61,Histamine H3 receptor,2.6,X-ray
Q9D855,7O3H_6,7O3H,Cytochrome b-c1 complex subunit 7,2.6,EM
P10824,7TD4_2,7TD4,Guanine nucleotide-binding protein G(i) subunit alpha-1,2.6,EM
Q9D0M3,7O3H_4,7O3H,"Cytochrome c1, heme protein, mitochondrial",2.6,EM
P21453,7TD4_4,7TD4,Sphingosine 1-phosphate receptor 1,2.6,EM
P21447,7ZK5_1,7ZK5,ATP-dependent translocase ABCB1,2.6,EM
P22466,7WQ4_2,7WQ4,Galanin,2.6,EM
P09169,1I78_1,1I78,PROTEASE VII,2.6,X-ray
A0QU25,8E9G_13,8E9G,"NADH-quinone oxidoreductase, L subunit",2.6,EM
A0QU24,8E9G_15,8E9G,"NADH-quinone oxidoreductase, M subunit",2.6,EM
A0QU23,8E9G_14,8E9G,NADH-quinone oxidoreductase subunit N,2.6,EM
Q8R1I1,7O3H_9,7O3H,Cytochrome b-c1 complex subunit 9,2.6,EM
P00158,7O3H_3,7O3H,Cytochrome b,2.6,EM
P53262,8EAS_5,8EAS,V0 assembly protein 1,2.6,EM
Q9CQ69,7O3H_7,7O3H,Cytochrome b-c1 complex subunit 8,2.6,EM
E6MVD9,1UYN_1,1UYN,NALP,2.6,X-ray
O50334,7O3J_3,7O3J,TrwH protein,2.6,EM
O50336,7O3J_2,7O3J,TrwF protein,2.6,EM
O50337,7O3J_1,7O3J,TrwE protein,2.6,EM
O97467,6M20_1,6M20,Hexose transporter 1,2.6,X-ray
P99028,7O3H_8,7O3H,"Cytochrome b-c1 complex subunit 6, mitochondrial",2.6,EM
Q96BI3,6IYC_3,6IYC,Gamma-secretase subunit APH-1A,2.6,EM
Q969W0,7K0K_3,7K0K,Serine palmitoyltransferase small subunit A,2.6,EM
P02787,3V8X_2,3V8X,Serotransferrin,2.6,X-ray
P80966,1GP7_1,1GP7,PHOSPHOLIPASE A2,2.6,X-ray
Q46704,3JQO_2,3JQO,TraO protein,2.6,X-ray
Q9NZ42,6IYC_4,6IYC,Gamma-secretase subunit PEN-2,2.6,EM
Q46705,3JQO_1,3JQO,TraF protein,2.6,X-ray
Q3YL97,6WIM_1,6WIM,Outer membrane transporter CdiB,2.6,X-ray
P49126,6A95_2,6A95,Mu-diguetoxin-Dc1a,2.6,EM
P01286,7CZ5_3,7CZ5,Somatoliberin,2.6,EM
Q9S7N7,5L8R_11,5L8R,PsaG,2.6,X-ray
P07293,6JPA_1,6JPA,Voltage-dependent L-type calcium channel subunit alpha-1S,2.6,EM
Q9NRD9,7D3F_1,7D3F,Dual oxidase 1,2.6,EM
R0BTE9,5JNQ_1,5JNQ,Phospho-N-acetylmuramoyl-pentapeptide-transferase,2.6,X-ray
P16430,7Z0S_6,7Z0S,Formate hydrogenlyase subunit 4,2.6,EM
P16429,7Z0S_1,7Z0S,Formate hydrogenlyase subunit 3,2.6,EM
Q3E7B6,8EAS_8,8EAS,V-type proton ATPase subunit e,2.6,EM
Q3BCY3,3C6E_2,3C6E,prM,2.6,X-ray
Q92542,6IYC_1,6IYC,Nicastrin,2.6,EM
P01185,7DW9_7,7DW9,CYS-TYR-PHE-GLN-ASN-CYS-PRO-ARG-GLY-NH2,2.6,EM
Q9K0U9,3V8X_1,3V8X,Transferrin-binding protein 1,2.6,X-ray
P49768,6IYC_2,6IYC,Presenilin-1,2.6,EM
O15270,7K0K_2,7K0K,Serine palmitoyltransferase 2,2.6,EM
O15269,7K0K_1,7K0K,Serine palmitoyltransferase 1,2.6,EM
B5XGR7,7TYN_1,7TYN,Calcitonin-1,2.6,EM
Q9N0A4,1Z9H_1,1Z9H,membrane-associated prostaglandin E synthase-2,2.6,X-ray
Q9S5X0,4AV3_1,4AV3,K(+)-STIMULATED PYROPHOSPHATE-ENERGIZED SODIUM PUMP,2.6,X-ray
Q9H222,7R89_1,7R89,ATP-binding cassette sub-family G member 5,2.6,EM
Q9H221,7R89_2,7R89,ATP-binding cassette sub-family G member 8,2.6,EM
P06611,2QI9_2,2QI9,Vitamin B12 import ATP-binding protein btuD,2.6,X-ray
P06609,2QI9_1,2QI9,Vitamin B12 import system permease protein btuC,2.6,X-ray
O35433,7L2P_1,7L2P,Transient receptor potential cation channel subfamily V member 1,2.6,EM
P25515,8EAS_10,8EAS,V-type proton ATPase subunit c,2.6,EM
P32563,8EAS_4,8EAS,"V-type proton ATPase subunit a, vacuolar isoform",2.6,EM
Q9UNF0,3Q0K_1,3Q0K,Protein kinase C and casein kinase substrate in neurons protein 2,2.6,X-ray
P13806,6JPA_5,6JPA,Voltage-dependent calcium channel subunit alpha-2/delta-1,2.6,EM
P18434,6JXI_2,6JXI,Potassium-transporting ATPase subunit beta,2.6,X-ray
Q02643,7CZ5_1,7CZ5,"Growth hormone-releasing hormone receptor,growth hormone-releasing hormone receptor",2.6,EM
P23968,8EAS_6,8EAS,V-type proton ATPase subunit c'',2.6,EM
A0A2W4UG77,8EQM_13,8EQM,Photosystem II reaction center protein T,2.6,EM
A0QU26,8E9G_12,8E9G,NADH-quinone oxidoreductase subunit K,2.6,EM
A0A2W4Z125,8EQM_11,8EQM,Photosystem II reaction center protein M,2.6,EM
A0QU27,8E9G_11,8E9G,NADH-quinone oxidoreductase subunit J,2.6,EM
A0QU36,8E9G_3,8E9G,NADH-quinone oxidoreductase subunit A,2.6,EM
A0QU34,8E9G_4,8E9G,NADH-quinone oxidoreductase subunit C,2.6,EM
A0QU35,8E9G_2,8E9G,NADH-quinone oxidoreductase subunit B,2.6,EM
A0QU33,8E9G_5,8E9G,NADH-quinone oxidoreductase subunit D,2.6,EM
A0QU29,8E9G_10,8E9G,NADH-quinone oxidoreductase subunit H,2.6,EM
P63012,1ZBD_1,1ZBD,RABPHILIN-3A,2.6,X-ray
P72412,3FHH_1,3FHH,Outer membrane heme receptor ShuA,2.6,X-ray
P05696,1DSY_1,1DSY,"PROTEIN KINASE C, ALPHA TYPE",2.6,X-ray
P27216,6B3I_1,6B3I,Annexin,2.6,X-ray
Q9HB45,7V9L_2,7V9L,"GHRH receptor splice variant 1,GHRH receptor splice variant 1,GHRH receptor splice variant 1,SV1",2.6,EM
P97438,6W8C_1,6W8C,Potassium channel subfamily K member 2,2.6,X-ray
P29274,2YDV_1,2YDV,ADENOSINE RECEPTOR A2A,2.6,X-ray
P29973,7LFT_1,7LFT,cGMP-gated cation channel alpha-1,2.6,EM
P04896,7JJO_3,7JJO,Guanine nucleotide-binding protein G(s) subunit alpha isoforms short,2.6,EM
Q03529,4ZR1_1,4ZR1,Ceramide very long chain fatty acid hydroxylase SCS7,2.6008,X-ray
Q74FS9,4GX0_1,4GX0,TrkA domain protein,2.601,X-ray
Q9WZ49,3KDS_1,3KDS,Cell division protein FtsH,2.601,X-ray
Q9I1Q4,4FT6_1,4FT6,Probable porin,2.603,X-ray
Q9RTE3,5XAP_1,5XAP,Protein translocase subunit SecD,2.605,X-ray
P13516,4YMK_1,4YMK,Acyl-CoA desaturase 1,2.605,X-ray
Q9X1G6,5KBW_1,5KBW,Riboflavin transporter RibU,2.6093,X-ray
P41145,8DZR_1,8DZR,Kappa-type opioid receptor,2.61,EM
Q14028,7RH9_2,7RH9,Cyclic nucleotide-gated cation channel beta-1,2.61,EM
Q96RU3,2EFL_1,2EFL,Formin-binding protein 1,2.61,X-ray
O75311,5TIN_1,5TIN,Glycine receptor subunit alpha-3,2.61,X-ray
Q7MXJ7,6SLN_1,6SLN,RagA protein,2.61,X-ray
F5H948,6SLN_2,6SLN,Lipoprotein RagB,2.61,X-ray
Q8N5C1,7D60_1,7D60,Calcium homeostasis modulator protein 5,2.61,EM
O93430,7M6N_1,7M6N,Glycine receptor subunit alphaZ1,2.61,EM
Q9S7Z8,7WKW_1,7WKW,Auxin efflux carrier component 3,2.62,EM
P38571,6V7N_1,6V7N,Lysosomal acid lipase/cholesteryl ester hydrolase,2.62,X-ray
A0A0L8FVQ9,8EIS_1,8EIS,Octopus sensory receptor,2.62,EM
Q9UQB8,1WDZ_1,1WDZ,insulin receptor substrate p53,2.63,X-ray
P08686,4Y8W_1,4Y8W,Cytochrome P450 21-hydroxylase,2.64,X-ray
P50148,8G59_4,8G59,Guanine nucleotide-binding protein G(q) subunit alpha,2.64,EM
Q5NUL3,8G59_5,8G59,Free fatty acid receptor 4,2.64,EM
Q981D4,5H35_3,5H35,Membrane protein TRIC,2.642,X-ray
P77304,6GS4_1,6GS4,Dipeptide and tripeptide permease A,2.645,X-ray
P48547,7PQT_1,7PQT,Potassium voltage-gated channel subfamily C member 1,2.65,EM
P19086,8DZS_2,8DZS,Guanine nucleotide-binding protein G(z) subunit alpha,2.65,EM
Q6N1K3,6Z5S_1,6Z5S,Light harvesting complex 1 Protein W,2.65,EM
O83005,6Z5S_3,6Z5S,Reaction center protein L chain,2.65,EM
P04234,8ES8_2,8ES8,T-cell surface glycoprotein CD3 delta chain,2.65,EM
P07766,8ES8_3,8ES8,T-cell surface glycoprotein CD3 epsilon chain,2.65,EM
Q3J125,4P02_1,4P02,Cellulose Synthase subunit A,2.65,X-ray
Q3J126,4P02_2,4P02,Cellulose Synthase subunit B,2.65,X-ray
P09693,8ES8_4,8ES8,T-cell surface glycoprotein CD3 gamma chain,2.65,EM
Q6N9L5,6Z5S_6,6Z5S,Light-harvesting complex 1 beta chain,2.65,EM
Q861F7,8ES8_7,8ES8,MHC class I antigen,2.65,EM
Q6N9L4,6Z5S_5,6Z5S,Light-harvesting complex 1 alpha chain,2.65,EM
A0A4Z7,6Z5S_2,6Z5S,Reaction center protein M chain,2.65,EM
A0A4Z9,6Z5S_4,6Z5S,H subunit of photosynthetic reaction center complex,2.65,EM
P61769,8ES8_8,8ES8,Beta-2-microglobulin,2.65,EM
Q60860,4NTF_1,4NTF,Leukotriene C4 synthase,2.65,X-ray
Q6IQ20,4QN9_1,4QN9,N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D,2.652,X-ray
P31122,6KKL_1,6KKL,Sugar efflux transporter,2.654,X-ray
O29976,4MND_1,4MND,CTP L-myo-inositol-1-phosphate cytidylyltransferase/CDP-L-myo-inositol myo-inositolphosphotransferase,2.66,X-ray
P08253,1EAK_1,1EAK,72 KDA TYPE IV COLLAGENASE,2.66,X-ray
Q05098,7OBW_1,7OBW,Ferric enterobactin receptor,2.66,X-ray
H2MCM1,6LMT_1,6LMT,Calcium homeostasis modulator 1,2.66,EM
Q72IU4,6ZMQ_1,6ZMQ,Cytochrome C-type biogenesis protein ccmF,2.67,X-ray
Q9VDI1,3I2W_1,3I2W,Syndapin,2.67,X-ray
A0R049,7E1W_3,7E1W,Cytochrome c oxidase subunit 3,2.67,EM
P9WH23,7E1W_9,7E1W,Cytochrome bc1 complex Rieske iron-sulfur subunit,2.67,EM
P9WP37,7E1W_8,7E1W,Cytochrome bc1 complex cytochrome b subunit,2.67,EM
A0R057,7E1W_1,7E1W,Cytochrome c oxidase subunit 2,2.67,EM
A0R1B6,7E1W_5,7E1W,Cytochrome c oxidase subunit CtaJ,2.67,EM
A0R056,7E1W_4,7E1W,Cytochrome c oxidase polypeptide 4,2.67,EM
P9WP35,7E1W_10,7E1W,Cytochrome bc1 complex cytochrome c subunit,2.67,EM
Q02776,4QQF_1,4QQF,Mitochondrial import inner membrane translocase subunit TIM50,2.672,X-ray
P0ABK2,6RKO_1,6RKO,Cytochrome bd-I ubiquinol oxidase subunit 2,2.68,EM
P56100,6RKO_4,6RKO,Cytochrome bd-I ubiquinol oxidase subunit X,2.68,EM
Q6YXR3,7XQP_9,7XQP,Photosystem I reaction center subunit VIII,2.68,EM
P0ABJ9,6RKO_2,6RKO,Cytochrome bd-I ubiquinol oxidase subunit 1,2.68,EM
A0A2K1KU02,7XQP_11,7XQP,PsaK,2.68,EM
A0QVH4,7E1V_7,7E1V,Prokaryotic respiratory supercomplex associate factor 1 PRSAF1,2.68,EM
A0A2K1K0C7,7XQP_16,7XQP,"Chlorophyll a-b binding protein, chloroplastic",2.68,EM
Q8MFA2,7XQP_2,7XQP,Photosystem I P700 chlorophyll a apoprotein A2,2.68,EM
A9SL09,7XQP_8,7XQP,PsaH photosystem I reaction center subunit,2.68,EM
Q6YXM2,7XQP_10,7XQP,Photosystem I reaction center subunit IX,2.68,EM
Q6YXK4,7XQP_13,7XQP,Photosystem I reaction center subunit XII,2.68,EM
Q6YXQ2,7XQP_3,7XQP,Photosystem I iron-sulfur center,2.68,EM
Q8MFA3,7XQP_1,7XQP,Photosystem I P700 chlorophyll a apoprotein A1,2.68,EM
A5A618,6RKO_3,6RKO,Uncharacterized protein YnhF,2.68,EM
A9RT62,7XQP_20,7XQP,"Chlorophyll a-b binding protein, chloroplastic",2.68,EM
Q8DMP8,7NHQ_17,7NHQ,Tsl0063 protein,2.68,EM
Q8DLJ8,7NHQ_16,7NHQ,Photosystem II reaction center Psb28 protein,2.68,EM
A0A2K1IAD0,7XQP_12,7XQP,PSI subunit V,2.68,EM
A0A2K1JC42,7XQP_7,7XQP,PSI-G,2.68,EM
A0A2K1KU97,7XQP_15,7XQP,"Chlorophyll a-b binding protein, chloroplastic",2.68,EM
A0A2K1J0L9,7XQP_6,7XQP,PSI-F,2.68,EM
A0A2K1IKE2,7XQP_5,7XQP,PsaE,2.68,EM
A0A2K1KGQ2,7XQP_17,7XQP,"Chlorophyll a-b binding protein, chloroplastic",2.68,EM
Q39232,8BB6_1,8BB6,Sucrose transport protein SUC1,2.68,X-ray
A0A2K1JDE1,7XQP_14,7XQP,PsaO,2.68,EM
A0A2K1K0E4,7XQP_18,7XQP,"Chlorophyll a-b binding protein, chloroplastic",2.68,EM
P60058,6Z3T_2,6Z3T,Protein transport protein Sec61 subunit gamma,2.69,EM
A0A0U4VTN7,7YMR_1,7YMR,Lysoplasmalogenase,2.69,X-ray
P60615,6UWZ_5,6UWZ,Alpha-bungarotoxin,2.69,EM
P38377,6Z3T_1,6Z3T,Protein transport protein Sec61 subunit alpha isoform 1,2.69,EM
Q9UHC9,7DFW_1,7DFW,NPC1-like intracellular cholesterol transporter 1,2.69,EM
P0DSN4,6R2Q_3,6R2Q,"Decaheme c-type cytochrome, OmcA/MtrC family",2.697,X-ray
P0DSN3,6R2Q_1,6R2Q,Cystathionine beta-synthase,2.697,X-ray
P0DSN2,6R2Q_2,6R2Q,Uncharacterized protein,2.697,X-ray
Q04918,5XNL_2,5XNL,"Chlorophyll a-b binding protein, chloroplastic",2.7,EM
K9Z1N0,6VPV_3,6VPV,Photosystem I iron-sulfur center,2.7,EM
K9Z1F7,6VPV_8,6VPV,Photosystem I reaction center subunit IX,2.7,EM
K9Z0X2,6VPV_5,6VPV,Photosystem I reaction center subunit IV,2.7,EM
K9Z0B2,6VPV_1,6VPV,Photosystem I P700 chlorophyll a apoprotein A1,2.7,EM
P68403,1A25_1,1A25,PROTEIN KINASE C (BETA),2.7,X-ray
P69529,5XNL_15,5XNL,Photosystem II reaction center protein M,2.7,EM
P73954,7EGK_2,7EGK,Membrane-associated protein SbtB,2.7,EM
P73953,7EGK_1,7EGK,Sodium-dependent bicarbonate transporter SbtA,2.7,EM
P08913,6KUX_1,6KUX,alpha2A adrenergic receptor,2.7,X-ray
P54710,7E20_3,7E20,Sodium/potassium-transporting ATPase subunit gamma,2.7,EM
P41595,7SRQ_1,7SRQ,5-hydroxytryptamine receptor 2B,2.7,EM
P00363,1KF6_1,1KF6,FUMARATE REDUCTASE FLAVOPROTEIN,2.7,X-ray
P09471,8E9X_2,8E9X,miniGo,2.7,EM
I7LZV1,6YNY_25,6YNY,subunit beta,2.7,EM
I7LSX6,6YNY_6,6YNY,subunit k,2.7,EM
K9Z2J7,6VPV_2,6VPV,Photosystem I P700 chlorophyll a apoprotein A2,2.7,EM
Q9UBU3,7NA7_6,7NA7,Ghrelin-27,2.7,EM
Q9UMR5,1PJA_1,1PJA,Palmitoyl-protein thioesterase 2 precursor,2.7,X-ray
Q9UL62,7D4P_1,7D4P,Short transient receptor potential channel 5,2.7,EM
B5RSK9,6YJ4_39,6YJ4,Subunit NB5M of NADH:Ubiquinone Oxidoreductase (Complex I),2.7,EM
B5RSK3,6YJ4_42,6YJ4,Subunit NIDM of NADH:Ubiquinone Oxidoreductase (Complex I),2.7,EM
B5FVG1,6YJ4_41,6YJ4,Subunit NB8M of NADH:Ubiquinone Oxidoreductase (Complex I),2.7,EM
B5FVF8,6YJ4_26,6YJ4,Subunit NB6M of NADH:Ubiquinone Oxidoreductase (Complex I),2.7,EM
B5FVF3,6YJ4_28,6YJ4,subunit NI9M of protein NADH:Ubiquinone Oxidoreductase (Complex I),2.7,EM
Q8VYY1,5XNL_23,5XNL,Photosystem II reaction center protein X,2.7,EM
Q8VE49,6WXU_2,6WXU,Dual oxidase maturation factor 1,2.7,EM
Q92035,4QWW_1,4QWW,Acetylcholinesterase,2.7,X-ray
A0A2P6U4S6,6ZZX_5,6ZZX,Photosystem I reaction center subunit IV,2.7,EM
A0A2P6U0J1,6ZZX_10,6ZZX,Photosystem I reaction center subunit chloroplastic,2.7,EM
A0A2P6TZI8,6ZZX_7,6ZZX,Photosystem I reaction center subunit chloroplastic,2.7,EM
P0A8Q3,1KF6_4,1KF6,FUMARATE REDUCTASE 13 KDA HYDROPHOBIC PROTEIN,2.7,X-ray
A7U483,4R21_1,4R21,Cytochrome P450 family 17 polypeptide 2,2.7,X-ray
P20366,7XWO_6,7XWO,HIS-LYS-THR-ASP-SER-PHE-VAL-GLY-LEU-MET-NH2,2.7,EM
Q9Y653,7SF8_1,7SF8,Isoform 2 of Adhesion G-protein coupled receptor G1,2.7,EM
Q9Y5Y9,7WE4_1,7WE4,Sodium channel protein type 10 subunit alpha,2.7,EM
P0A915,2F1V_1,2F1V,Outer membrane protein W,2.7,X-ray
Q13507,7DXB_1,7DXB,Short transient receptor potential channel 3,2.7,EM
Q9HVS0,3SYB_1,3SYB,Glycine-glutamate dipeptide porin OpdP,2.7,X-ray
Q12791,8GHF_1,8GHF,Calcium-activated potassium channel subunit alpha-1,2.7,EM
Q14344,7SF8_2,7SF8,G protein subunit 13 (Gi2-mini-G13 chimera),2.7,EM
K9Z9J3,6VPV_7,6VPV,Photosystem I reaction center subunit VIII,2.7,EM
K9Z7Y0,6VPV_10,6VPV,Photosystem I reaction center subunit XI,2.7,EM
A8I846,6KAC_19,6KAC,4.1 kDa photosystem II subunit,2.7,EM
P0AC47,1KF6_2,1KF6,FUMARATE REDUCTASE IRON-SULFUR PROTEIN,2.7,X-ray
K9YZN5,6VPV_6,6VPV,PSI-F,2.7,EM
A0A2P6TPU7,6ZZX_8,6ZZX,Photosystem I reaction center subunit VI-chloroplastic-like,2.7,EM
P0A8Q0,1KF6_3,1KF6,FUMARATE REDUCTASE 15 KDA HYDROPHOBIC PROTEIN,2.7,X-ray
A8I5A0,6KAC_26,6KAC,Predicted protein,2.7,EM
A0A1H6Q311,6YJ4_35,6YJ4,Subunit NUUM of NADH:Ubiquinone Oxidoreductase (Complex I),2.7,EM
Q0P7K6,7MDC_1,7MDC,Beta-lactamase,2.7,X-ray
Q0P7K3,4Z3N_1,4Z3N,Putative drug/sodium antiporter,2.7,X-ray
Q8HS25,5XNL_21,5XNL,Photosystem II reaction center protein T,2.7,EM
A0A4X1TUM3,7MLY_3,7MLY,Glycine receptor alpha 1,2.7,EM
P09911,6YEZ_17,6YEZ,"Ferredoxin-1, chloroplastic",2.7,EM
A0A498JCY7,7EK3_1,7EK3,Bestrophin-like protein,2.7,EM
P54582,4C7R_1,4C7R,GLYCINE BETAINE TRANSPORTER BETP,2.7,X-ray
Q08363,6KAC_7,6KAC,Cytochrome b559 subunit beta,2.7,EM
P22666,6KAC_8,6KAC,Photosystem II reaction center protein H,2.7,EM
K9Z7M2,6VPV_9,6VPV,Photosystem I reaction center subunit PsaK,2.7,EM
K9Z6P4,6VPV_11,6VPV,Photosystem I reaction center subunit XII,2.7,EM
P13555,5XNL_12,5XNL,Photosystem II reaction center protein J,2.7,EM
P01258,7TYO_5,7TYO,Calcitonin,2.7,EM
Q93WL4,6KAC_21,6KAC,"Chlorophyll a-b binding protein, chloroplastic",2.7,EM
Q93WE0,6KAC_22,6KAC,"Chlorophyll a-b binding protein, chloroplastic",2.7,EM
A0A2D0TCJ1,5XNL_20,5XNL,"Light harvesting chlorophyll a/b-binding protein Lhcb5, CP26",2.7,EM
A0A2D0TCJ0,5XNL_19,5XNL,"Light harvesting chlorophyll a/b-binding protein Lhcb4, CP29",2.7,EM
P05418,2YIU_1,2YIU,CYTOCHROME B,2.7,X-ray
P05417,2YIU_3,2YIU,UBIQUINOL-CYTOCHROME C REDUCTASE IRON-SULFUR SUBUNIT,2.7,X-ray
P06004,5XNL_6,5XNL,Photosystem II CP43 reaction center protein,2.7,EM
Q9UHW9,6M22_1,6M22,Solute carrier family 12 member 6,2.7,EM
P96169,3DH4_1,3DH4,Sodium/glucose cotransporter,2.7,X-ray
Q950Y8,6YNY_7,6YNY,subunit 8,2.7,EM
P50370,6KAC_3,6KAC,Photosystem II reaction center protein Ycf12,2.7,EM
P42592,7Q1U_2,7Q1U,Megabody 177,2.7,EM
W8SIP9,6ZZX_13,6ZZX,Photosystem I reaction center subunit VIII,2.7,EM
P13627,2YIU_2,2YIU,"CYTOCHROME C1, HEME PROTEIN",2.7,X-ray
